6.20546e-05,-0.178836,5.88807e-05,-3.09583,-0.00162718,1.33138,7.37979e-05,0.471566,0.0751858,0.0120287,0.640905,0.0112869,0.613964,-0.176246,-1.20617,-0.00041365,4.32087e-17,-2.88058e-17
0.000101568,-0.176919,0.000111416,-3.09341,-0.00192473,1.32805,5.76506e-05,0.471566,0.0751858,0.00987824,0.479366,0.0131339,0.604488,-0.074387,-0.832665,-0.00403683,1.29026e-16,-1.43429e-16
0.000127485,-0.175496,0.000149019,-3.09112,-0.00203797,1.32584,4.89835e-05,0.471566,0.0751858,0.00647943,0.355625,0.00940074,0.572966,-0.0283091,-0.55285,-0.00216676,1.15823e-16,-1.29026e-16
0.000140041,-0.17445,0.000171453,-3.089,-0.00205576,1.32443,4.34779e-05,0.471566,0.0751858,0.00313899,0.261511,0.00560858,0.529553,-0.00444768,-0.350431,-0.00137642,1.08622e-16,-1.13423e-16
0.000142203,-0.173689,0.00018201,-3.08708,-0.00202184,1.3236,3.92914e-05,0.471566,0.0751858,0.000540398,0.190409,0.00263905,0.480264,0.00847999,-0.207518,-0.00104663,9.962e-17,-9.72195e-17
0.000137166,-0.17314,0.000184205,-3.08536,-0.00196169,1.32317,3.59162e-05,0.471566,0.0751858,-0.00125912,0.137042,0.000548892,0.429036,0.0150353,-0.109214,-0.000843784,9.36188e-17,-8.58172e-17
0.000127656,-0.172751,0.000181027,-3.08385,-0.00189158,1.32299,3.32253e-05,0.471566,0.0751858,-0.00237765,0.097242,-0.000794681,0.378478,0.017529,-0.0438308,-0.00067273,9.18184e-17,-7.50151e-17
0.000115815,-0.17248,0.000174822,-3.08253,-0.00182208,1.32298,3.11714e-05,0.471566,0.0751858,-0.00296022,0.0677428,-0.00155117,0.330274,0.0173746,-0.00239654,-0.000513486,9.06182e-17,-6.60133e-17
0.000103265,-0.172296,0.000167368,-3.08138,-0.00175995,1.32307,2.97108e-05,0.471566,0.0751858,-0.00313747,0.0460006,-0.00186338,0.285451,0.0155328,0.0219017,-0.000365138,8.91179e-17,-5.61113e-17
9.1197e-05,-0.172176,0.000159974,-3.08041,-0.00170922,1.32321,2.87906e-05,0.471566,0.0751858,-0.003017,0.0300458,-0.0018486,0.244561,0.012683,0.0341927,-0.000230057,8.43169e-17,-4.83097e-17
8.04617e-05,-0.172103,0.000153576,-3.07957,-0.00167198,1.32336,2.83504e-05,0.471566,0.0751858,-0.00268382,0.0183618,-0.00159946,0.207826,0.00930827,0.0383035,-0.000110052,8.25166e-17,-4.11083e-17
